,level_0,index,link,headline,summary,date,compounds_head,compounds_summ,compounds_head_summ,Sentiment,Modal,Negative,Positive,Uncertainty,Litigious,Constraining,Superfluous,Interesting,Doc_length,Modal_freq,Negative_freq,Positive_freq,Uncertainty_freq,Litigious_freq,Constraining_freq,Superfluous_freq,Interesting_freq,Negative_score,Positive_score
136,372,372,https://www.nytimes.com/1997/07/03/business/at-t-to-join-with-italians-in-2-regions.html,AT&T to Join With Italians In 2 Regions,"AT&T and the Italian phone company, Stet S.p.A., seeking to better their odds in the emerging global telecommunications race, announced a broad agreement today to cooperate in Europe and Latin America. In Europe, Stet -- short for Societa Finanziaria Telefonica -- will enter a joint venture that AT&T has with Unisource, a consortium of phone companies from Sweden, Switzerland and the Netherlands. In Latin America, Stet and AT&T will form a 50-50 venture to run two operating companies, one specializing in global links for multinational corporations and the second to provide links for local phone companies.",1997-07-03 03:00:00,0.296,0.7269,0.8074,"     Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  BETTER      0         0         1            0          0             0   
1    WILL      1         0         0            0          0             0   
2    WILL      1         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  ",2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,97,0.020618556701030927,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,-0.010309278350515464,0.010309278350515464
137,379,379,https://www.nytimes.com/1997/07/15/business/warburg-joint-venture-with-firm-in-russia.html,Warburg Joint Venture With Firm in Russia,"SBC Warburg and Brunswick Investments Ltd. of Russia said yesterday that they had created a joint venture, Brunswick Warburg, to specialize in the Russian banking and brokerage market. SBC Warburg, the investment banking division of the Swiss Bank Corporation, will have a 50 percent stake in the venture. Brunswick, Russia's leading brokerage house, and its management will own the rest. Other financial terms were not disclosed.",1997-07-15 01:00:00,0.0,0.25,0.25,"        Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0       WILL      1         0         0            0          0             0   
1       WILL      1         0         0            0          0             0   
2    LEADING      0         0         1            0          0             0   
3  DISCLOSED      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  ",2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,66,0.030303030303030304,0.015151515151515152,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,381,381,https://www.nytimes.com/1997/07/17/business/at-t-s-new-no-2-is-without-rivals.html,AT&T's New No. 2 Is Without Rivals,"John D. Zeglis is generally considered bright, articulate and competitive by people in the telecommunications industry. As of about 3:50 P.M. yesterday, he is also considered the clear No. 2 executive at the AT&T Corporation and the only insider with a legitimate chance to succeed Robert E. Allen as chief executive of the country's biggest telecommunications company. Mr. Zeglis, 50, whose litany of titles is almost as long as a list of AT&T's troubles, is finally without rivals. The ouster yesterday of John R. Walter, the former publishing executive who left after barely eight months as the company's president, leaves Mr. Zeglis near the end of a meteoric corporate ascent.",1997-07-17 01:00:00,-0.296,0.7351,0.6124,"        Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  GENERALLY      2         0         0            0          0             0   
1    SUCCEED      0         0         1            0          0             0   
2     ALMOST      3         0         0            1          0             0   
3   TROUBLES      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  ",5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,111,0.04504504504504504,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0
139,382,382,https://www.nytimes.com/1997/07/17/business/after-9-months-at-t-president-quits-under-pressure.html,"After 9 Months, AT&T President Quits Under Pressure","Barely nine months after he was recruited to lead the nation's largest telephone company, John R. Walter resigned abruptly yesterday as president and chief operating officer of the AT&T Corporation. Mr. Walter, whose contract called for him to succeed Robert E. Allen as chief executive next January, quit under pressure after AT&T's board told him that they had lost faith in his performance and that he would not get the top job.",1997-07-17 01:00:00,-0.296,-0.0237,-0.3164,"       Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  RESIGNED      0         1         0            0          0             0   
1  ABRUPTLY      0         1         0            0          0             0   
2  CONTRACT      0         0         0            0          1             0   
3   SUCCEED      0         0         1            0          0             0   
4      QUIT      0         1         0            0          0             0   
5      LOST      0         1         0            0          0             0   
6     WOULD      2         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  
4            0            0  
5            0            0  
6            0            0  ",2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,72,0.027777777777777776,0.05555555555555555,0.013888888888888888,0.0,0.013888888888888888,0.0,0.0,0.0,0.041666666666666664,-0.041666666666666664
140,384,384,https://www.nytimes.com/1997/07/21/business/disdaining-regulators-whitacre-carves-out-sbc-empire.html,"Disdaining Regulators, Whitacre Carves Out SBC Empire","Most businessmen in this South Texas city were still contemplating their morning coffee. But Ed Whitacre was in full cry, excoriating what he called the Federal Government's unfair treatment of the local telephone industry. Then his own phone rang. Striding across his Texas-size office here, Mr. Whitacre picked up the receiver, listened intently and hung up without a word. Only a smile spreading across his craggy face hinted at the story: An appeals court in St. Louis had just thrown out the Federal Communications Commission's rules governing competition in the local phone market -- the same rules he had just been inveighing against.",1997-07-21 01:00:00,0.0,-0.8079,-0.8079,"      Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0   UNFAIR      0         1         0            0          0             0   
1  APPEALS      0         0         0            0          1             0   
2    COURT      0         0         0            0          1             0   
3  AGAINST      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  ",0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,103,0.0,0.019417475728155338,0.0,0.0,0.019417475728155338,0.0,0.0,0.0,0.019417475728155338,-0.019417475728155338
141,397,397,https://www.nytimes.com/1997/08/28/business/cash-depleted-mexican-bank-to-be-acquired-by-citicorp.html,Cash-Depleted Mexican Bank To Be Acquired by Citicorp,"Citicorp plans to acquire Confia S.A., a cash-short Mexican bank, in a transaction valued at as much as $245 million. Under the agreement, Citicorp will pay $45 million in cash to Abaco Grupo Financiero S.A., Confia's parent, and provide as much as $200 million in fresh capital to the bank, Winston Lacayo, director of investment banking for SBC Warburg, said today. SBC Warburg served as the agent on the sale.",1997-08-28 01:00:00,0.0,0.7906,0.7906,"   Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  WILL      1         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,398,398,https://www.nytimes.com/1997/09/05/business/chief-of-hughes-again-emerges-as-a-top-candidate-to-head-at-t.html,Chief of Hughes Again Emerges as a Top Candidate to Head AT&T,"Seven weeks after embarking on yet another search for a chief executive, AT&T is once again closely scrutinizing C. Michael Armstrong, chief executive of Hughes Electronics, according to several executives close to the deliberations. Mr. Armstrong, who was a candidate during the AT&T Corporation's last executive search, has emerged as one of the top outside contenders to succeed the company's chairman, Robert E. Allen, several executives close to AT&T said yesterday. But he still faces strong competition from John D. Zeglis, AT&T's vice chairman and a popular internal candidate.",1997-09-05 01:00:00,0.2023,0.8779,0.8979,"           Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0  SCRUTINIZING      0         1         0            0          0   
1       SUCCEED      0         0         1            0          0   
2        STRONG      0         0         1            0          0   
3       POPULAR      0         0         1            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  ",0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,89,0.0,0.011235955056179775,0.033707865168539325,0.0,0.0,0.0,0.0,0.0,-0.02247191011235955,0.02247191011235955
143,402,402,https://www.nytimes.com/1997/09/26/business/company-news-sassaby-deal-opens-mass-market-to-estee-lauder.html,SASSABY DEAL OPENS MASS MARKET TO ESTEE LAUDER,"The Estee Lauder Companies agreed yesterday to acquire the closely held Sassaby Inc. in a move aimed at expanding its line of cosmetics aimed at preteen and teen-age girls. Terms were not disclosed. Sassaby owns the cosmetics brand Jane, which tries to appeal to 12- to 19-year-olds in the United States. Jane includes face, lip, eye and nail products. The acquisition will move Estee Lauder into the mass market, Peter Schaeffer, an analyst at SBC Warburg Dillon Read Inc., said. Jane products, all of which cost $2.99, are sold in major drugstore and discount chains. Sassaby, based in Hunt Valley, Md., has annual retail sales of $30 million to $50 million. New York-based Estee Lauder is one of the world's leading makers of skin care products, makeup and fragrances.",1997-09-26 01:00:00,0.0,0.7964,0.7964,"        Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  DISCLOSED      0         1         0            0          0             0   
1     APPEAL      0         0         0            0          1             0   
2       WILL      1         0         0            0          0             0   
3    LEADING      0         0         1            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  ",1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,134,0.007462686567164179,0.007462686567164179,0.007462686567164179,0.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0
144,403,403,https://www.nytimes.com/1997/09/27/business/sbc-to-sell-stakes-in-2-cable-systems.html,SBC to Sell Stakes In 2 Cable Systems,"Prime Cable said yesterday that it would acquire, with the backing of the Carlyle Group, two cable television stakes from SBC Communications for $887 million. Prime said it would buy a 94.6 percent stake from SBC Communications in two cable systems in the Washington metropolitan area.",1997-09-27 01:00:00,0.0,0.0258,0.0258,"    Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  WOULD      2         0         0            0          0             0   
1  WOULD      2         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  ",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,407,407,https://www.nytimes.com/1997/10/08/business/at-t-talking-to-gte-about-teaming-up-executives-say.html,"AT&T Talking To GTE About Teaming Up, Executives Say","Seeking a partner to invigorate its torpid local telephone strategy, the AT&T Corporation is discussing a merger with the GTE Corporation, executives close to the talks said yesterday. A deal to merge the two companies could be worth $48 billion or more and would be the largest corporate takeover in American history, dwarfing Worldcom Inc.'s unsolicited $30 billion bid, announced last week, to acquire the MCI Communications Corporation.",1997-10-08 01:00:00,0.0,0.5859,0.5859,"    Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  COULD      3         0         0            1          0             0   
1  WOULD      2         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  ",5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69,0.07246376811594203,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0
146,408,408,https://www.nytimes.com/1997/10/11/business/company-news-spurned-takeover-offer-lifts-shares-of-corestates.html,SPURNED TAKEOVER OFFER LIFTS SHARES OF CORESTATES,"Shares of the Corestates Financial Corporation traded higher yesterday on speculation that the Mellon Bank Corporation's rebuffed bid could set Corestates in play for a takeover. ''People are speculating that Mellon hasn't gone away,'' said Anthony Davis, a bank analyst at SBC Warburg Dillon Read. Shares of Corestates rose $1.4375 yesterday, to $73.8125, on the New York Stock Exchange. Mellon's shares went the other direction, slipping $1.9375, to $52.9375. Based on the rejected offer of $88 a share, or $18 billion, a merger between Corestates, based in Philadelphia, and Mellon, based in Pittsburgh, would have been the largest bank merger in history.",1997-10-11 01:00:00,0.296,0.7096,0.8331,"          Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0  SPECULATION      0         0         0            1          0   
1        COULD      3         0         0            1          0   
2  SPECULATING      0         0         0            1          0   
3     REJECTED      0         1         0            0          0   
4        WOULD      2         0         0            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  
4             0            0            0  ",5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,107,0.04672897196261682,0.009345794392523364,0.0,0.028037383177570093,0.0,0.0,0.0,0.0,0.009345794392523364,-0.009345794392523364
147,413,413,https://www.nytimes.com/1997/10/19/us/at-t-is-expected-to-pick-chief-from-hughes.html,AT&T Is Expected to Pick Chief From Hughes,"The AT&T Corporation plans to wrap up its three-month search for a chairman and chief executive on Monday by selecting C. Michael Armstrong, the chairman and chief executive of the Hughes Electronics Corporation, an executive close to the one of the companies said yesterday. The executive, speaking on the condition of anonymity, said Michael T. Smith, the vice chairman of Hughes, is expected to replace Mr. Armstrong. Mr. Smith is a brother of John F. Smith Jr., the chairman and chief executive of Hughes's parent, the General Motors Corporation.",1997-10-19 01:00:00,0.0,0.0,0.0,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,415,415,https://www.nytimes.com/1997/10/20/us/once-at-t-names-new-leader-climb-back-to-top-will-be-tough.html,"Once AT&T Names New Leader, Climb Back to Top Will Be Tough","When the AT&T Corporation names a new leader, it will be a long-awaited move in the company's effort to regain unquestioned leadership of one of America's fastest-growing industries. The company, which hired a presumed heir apparent for the top job last year only to reject him nine months later, is now widely expected to appoint C. Michael Armstrong, the head of Hughes Electronics, as AT&T's new chairman and chief executive. That announcement could come as soon as today.",1997-10-20 01:00:00,0.0772,-0.2263,-0.1531,"         Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0        WILL      1         0         0            0          0   
1      REGAIN      0         0         1            0          0   
2  LEADERSHIP      0         0         1            0          0   
3    PRESUMED      0         0         0            1          0   
4    APPARENT      0         0         0            1          0   
5      REJECT      0         1         0            0          0   
6       COULD      3         0         0            1          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  
4             0            0            0  
5             0            0            0  
6             0            0            0  ",4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,80,0.05,0.0125,0.025,0.0375,0.0,0.0,0.0,0.0,-0.0125,0.0125
149,416,416,https://www.nytimes.com/1997/10/20/business/a-late-starter-at-t-is-at-sea-in-global-race.html,"A Late Starter, AT&T Is at Sea In Global Race","The AT&T Corporation, readying itself for its third change of top management in the last two years, remains conspicuously adrift in global waters. The telecom battles in the United States have focused on the shifting boundaries between local, long-distance and wireless service, and European companies are stalking each other's once-protected geographic territories. But the big game on both sides of the Atlantic involves setting up global networks that conveniently offer all services to far-flung multinational corporations.",1997-10-20 01:00:00,0.0,0.5574,0.5574,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,418,418,https://www.nytimes.com/1997/10/24/business/pointcast-names-chief-executive.html,Pointcast Names Chief Executive,"David Dorman, the former chairman and chief executive of Pacific Bell, has agreed to become the chief executive of Pointcast Inc., the Silicon Valley start-up company that delivers news and information to more than one million personal computers. Mr. Dorman was the only senior manager from Pacific Bell to retain a job when the regional Bell's parent company, Pacific Telesis, was acquired by SBC Communications Inc. for $16.7 billion earlier this year.",1997-10-24 01:00:00,0.0,0.2732,0.2732,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,420,420,https://www.nytimes.com/1997/11/01/business/will-wall-street-now-have-to-pull-in-its-horns.html,Will Wall Street Now Have to Pull In Its Horns?,"The not-quite-finished office building in Stamford, Conn., is an apt symbol of Wall Street's health and boundless optimism. It cost some $200 million to build, contains an up-to-date trading floor and by year-end will have created some 2,200 new jobs for the region. For SBC Warburg Dillon Read, the building's proud owner, the project's scale signals the firm's ambitions as an aspiring Wall Street powerhouse, despite its site an hour out of New York.",1997-11-01 01:00:00,0.0,0.8225,0.8225,"      Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0     WILL      1         0         0            0          0             0   
1  DESPITE      0         0         1            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  ",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80,0.0125,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,-0.0125,0.0125
152,421,421,https://www.nytimes.com/1997/11/05/business/us-opposes-application-by-bellsouth.html,U.S. Opposes Application By BellSouth,"Dealing another blow to the ambitions of the regional Bell telephone companies, the Justice Department recommended yesterday that the BellSouth Corporation not be allowed to offer long-distance service in South Carolina. Weighing the third application by a Baby Bell to enter the $80 billion long-distance arena, the department said that BellSouth had not done enough to open its local network to warrant permission to compete for the customers of the AT&T Corporation and the other large long-distance carriers.",1997-11-05 01:00:00,0.0,0.6369,0.6369,"         Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0     JUSTICE      0         0         0            0          1   
1  PERMISSION      0         0         0            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             1            0            0  ",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,81,0.0,0.0,0.0,0.0,0.012345679012345678,0.012345679012345678,0.0,0.0,0.0,0.0
153,443,443,https://www.nytimes.com/1997/12/12/business/the-media-business-advertising-addenda-sherwin-williams-hires-ohio-agency.html,Sherwin-Williams Hires Ohio Agency,"The Sherwin-Williams Company said yesterday that it had named SBC Advertising in Columbus, Ohio, the agency of record for the stain group section of its consumer brands division in Memphis. The account, which includes brands like Thompson's, had been handled for 16 years by Hanft, Byrne, Raboy, Abrams & Partners in New York. Billings were estimated at $12 million.",1997-12-12 01:00:00,0.0,0.3612,0.3612,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,446,446,https://www.nytimes.com/1997/12/15/business/christie-s-is-bid-825-million-but-for-itself.html,"Christie's Is Bid $825 Million, But for Itself","Christie's International P.L.C., the renowned art auction house, has received the biggest single bid in its 231-year history: $825 million, for itself. The takeover bid for Christie's comes from the Swiss-owned investment firm SBC Warburg Dillon Read, officials close to the firm said yesterday. Directors of Christie's met in London last night to consider the offer, but executives of the company would not disclose what action, if any, the board had taken.",1997-12-15 01:00:00,0.0,0.0,0.0,"       Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0     WOULD      2         0         0            0          0             0   
1  DISCLOSE      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  ",2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0.02631578947368421,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,-0.013157894736842105
155,453,453,https://www.nytimes.com/1998/01/01/business/a-us-judge-strikes-down-parts-of-96-telecommunications-act.html,A U.S. Judge Strikes Down Parts Of '96 Telecommunications Act,"A Federal judge yesterday struck down major sections of the 1996 act that deregulated the telecommunications industry, saying that the law unfairly kept the regional Bell telephone companies out of the long-distance business. If the judge's ruling withstands appeals, it would allow the Bell companies nationwide to offer long-distance service for the first time since the AT&T Corporation was broken up under court supervision in 1984. Long-distance giants, which could face a range of new competitors, are almost certain to challenge the decision.",1998-01-01 01:00:00,-0.3612,-0.3306,-0.5936,"        Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0        LAW      0         0         0            0          1             0   
1   UNFAIRLY      0         1         0            0          0             0   
2     RULING      0         0         0            0          1             0   
3    APPEALS      0         0         0            0          1             0   
4      WOULD      2         0         0            0          0             0   
5     BROKEN      0         1         0            0          0             0   
6      COURT      0         0         0            0          1             0   
7      COULD      3         0         0            1          0             0   
8     ALMOST      3         0         0            1          0             0   
9  CHALLENGE      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  
4            0            0  
5            0            0  
6            0            0  
7            0            0  
8            0            0  
9            0            0  ",8.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,86,0.09302325581395349,0.03488372093023256,0.0,0.023255813953488372,0.046511627906976744,0.0,0.0,0.0,0.03488372093023256,-0.03488372093023256
156,458,458,https://www.nytimes.com/1998/01/06/business/a-big-western-bell-rides-east-to-buy-connecticut-phone-company.html,A Big Western Bell Rides East to Buy Connecticut Phone Company,"Expanding far beyond its home territory in the West, SBC Communications Inc., the nation's largest local telephone company, announced yesterday that it had agreed to acquire the Southern New England Telecommunications Corporation, the local telephone company for nearly every Connecticut resident, for $4.4 billion in stock. The acquisition would give SBC, the parent of Southwestern Bell and Pacific Bell, a beachhead in the region controlled by one of its biggest rivals, the Bell Atlantic Corporation. The deal would mean the end of one of the biggest local non-Bell phone companies and would move the headquarters of Connecticut's main phone carrier from New Haven to San Antonio.",1998-01-06 01:00:00,0.0,0.2732,0.2732,"     Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  NEARLY      3         0         0            1          0             0   
1   WOULD      2         0         0            0          0             0   
2   WOULD      2         0         0            0          0             0   
3   WOULD      2         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  ",9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108,0.08333333333333333,0.0,0.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0
157,460,460,https://www.nytimes.com/1998/01/07/nyregion/c-corrections-961620.html,Corrections,An article in Business Day yesterday about a proposed acquisition of Southern New England Telecommunications by SBC Communications misstated SBC's status among the nation's local telephone companies. It is the second-biggest local phone company; the biggest is Bell Atlantic.,1998-01-07 01:00:00,0.0,0.0,0.0,"        Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  MISSTATED      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  ",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.025,-0.025
158,461,461,https://www.nytimes.com/1998/01/08/business/sbc-emerging-as-a-bull-in-the-fcc-s-china-shop.html,SBC Emerging as a Bull in the F.C.C.'s China Shop,"By persuading a Federal judge to strike down vital elements of the Telecommunications Act of 1996 last week and by agreeing on Monday to acquire Connecticut's main telephone company for $4.4 billion, SBC Communications Inc. is clearly emerging as the iconoclast of the telecommunications industry. Last week's court ruling, which could be a bonanza for SBC and the other Bells, will probably be stayed from going into effect soon and could well end up in the Supreme Court. And SBC's takeover of the Connecticut company, the Southern New England Telecommunications Corporation, could be rejected by regulators.",1998-01-08 01:00:00,0.0,0.802,0.802,"          Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0      CLEARLY      1         0         0            0          0   
1        COURT      0         0         0            0          1   
2        COURT      0         0         0            0          1   
3       RULING      0         0         0            0          1   
4        COULD      3         0         0            1          0   
5        COULD      3         0         0            1          0   
6        COULD      3         0         0            1          0   
7         WILL      1         0         0            0          0   
8     PROBABLY      2         0         0            1          0   
9     REJECTED      0         1         0            0          0   
10  REGULATORS      0         0         0            0          1   

    Constraining  Superfluous  Interesting  
0              0            0            0  
1              0            0            0  
2              0            0            0  
3              0            0            0  
4              0            0            0  
5              0            0            0  
6              0            0            0  
7              0            0            0  
8              0            0            0  
9              0            0            0  
10             0            0            0  ",13.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,97,0.13402061855670103,0.010309278350515464,0.0,0.041237113402061855,0.041237113402061855,0.0,0.0,0.0,0.010309278350515464,-0.010309278350515464
159,463,463,https://www.nytimes.com/1998/01/09/business/at-t-to-pay-11.3-billion-for-teleport.html,AT&T to Pay $11.3 Billion For Teleport,"In an attempt to ride the current turmoil in the telecommunications industry back into the local phone business, the AT&T Corporation said yesterday that it had agreed to acquire Teleport Communications Group Inc., one of the nation's largest alternate local telephone companies, for $11.3 billion in stock. If the deal goes through, it would give AT&T, the No. 1 long-distance carrier, a significant presence in local telephone markets for the first time since the company was forced to spin off its local operations as part of an antitrust settlement in 1984.",1998-01-09 01:00:00,-0.1027,-0.5859,-0.6369,"         Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0     TURMOIL      0         1         0            0          0   
1       WOULD      2         0         0            0          0   
2      FORCED      0         1         0            0          0   
3   ANTITRUST      0         1         0            0          1   
4  SETTLEMENT      0         0         0            0          1   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  
4             0            0            0  ",2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,93,0.021505376344086023,0.03225806451612903,0.0,0.0,0.021505376344086023,0.0,0.0,0.0,0.03225806451612903,-0.03225806451612903
160,464,464,https://www.nytimes.com/1998/01/11/opinion/stirrings-in-the-phone-market.html,Stirrings in the Phone Market,"Two events last week raised hopes that the 1996 Telecommunications Act, which was intended by Congress to bring competition to local telephone markets, was not passed in vain. SBC Communications, the parent of Southwestern Bell and Pacific Bell, proposed to take over Southern New England Telecommunications, the local phone company for Connecticut. Then, AT&T proposed to buy Teleport, a New York company that provides local phone service in more than 60 cities. Yet these are modest moves. So far, the 1996 act has spawned more court suits than competition. The SBC merger merely replaces one phone company with another, providing Connecticut no additional choices. But the merger does hold out the possibility that SBC will use Connecticut as a springboard to enter long-distance and local service for residential customers in the Northeast as a whole, thereby giving Bell Atlantic-Nynex a long-awaited run for its customers.",1998-01-11 01:00:00,0.0,0.6522,0.6522,"          Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0        COURT      0         0         0            0          1   
1  POSSIBILITY      0         0         0            1          0   
2         WILL      1         0         0            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  ",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,148,0.006756756756756757,0.0,0.0,0.006756756756756757,0.006756756756756757,0.0,0.0,0.0,0.0,0.0
